"Audit_Replications","Production_Halton","Production_Refinements","Audit_Halton","Audit_Refinements","Rejected_Sigma_Values_Checked","Rejections_Overturned","Overturn_Rate","Audit_Failures"
100,24,6,64,12,308,2,0.00649350649350649,0
