"coverage_mu","coverage_mu_se","width_mu","width_mu_se","failure_rate_mu","coverage_sigma","coverage_sigma_se","width_sigma","width_sigma_se","failure_rate_sigma","lambda_n"
0.971,0.00530650544143696,0.596280796805749,0.00302159246136288,0.011,0.979,0.00453420334788814,0.665380978229694,0.00381143724055869,0.004,0.1
